event,date,location,r_fighter,b_fighter,status,r_kd,b_kd,r_str,b_str,r_td,b_td,r_sub,b_sub,weight_class,method,method_detailed,round,time
UFC Fight Night: Song vs. Gutierrez,12/9/2023,"Las Vegas, Nevada, USA",Khalil Rountree Jr.,Anthony Smith,win,1,0,53,47,0,0,0,0,Light Heavyweight,KO/TKO,Punch,3,0:56
UFC Fight Night: Song vs. Gutierrez,12/9/2023,"Las Vegas, Nevada, USA",Nasrat Haqparast,Jamie Mullarkey,win,2,0,16,8,0,0,0,0,Lightweight,KO/TKO,Punches,1,1:44
UFC Fight Night: Song vs. Gutierrez,12/9/2023,"Las Vegas, Nevada, USA",Tim Elliott,Sumudaerji,win,0,0,10,10,1,0,1,0,Bantamweight,SUB,Arm Triangle,1,4:02
UFC Fight Night: Song vs. Gutierrez,12/9/2023,"Las Vegas, Nevada, USA",Andre Muniz,JunYong Park,win,0,0,14,27,11,0,0,0,Middleweight,S-DEC,,3,5:00
UFC Fight Night: Song vs. Gutierrez,12/9/2023,"Las Vegas, Nevada, USA",Kevin Jousset,Song Kenan,win,0,0,134,62,1,0,0,0,Welterweight,U-DEC,,3,5:00
UFC Fight Night: Song vs. Gutierrez,12/9/2023,"Las Vegas, Nevada, USA",HyunSung Park,Shannon Ross,win,2,0,50,47,0,0,0,0,Flyweight,KO/TKO,Punch,2,3:59
UFC Fight Night: Song vs. Gutierrez,12/9/2023,"Las Vegas, Nevada, USA",Steve Garcia,Melquizael Costa,win,1,0,29,6,0,2,1,0,Lightweight,KO/TKO,Elbows,2,1:01
UFC Fight Night: Song vs. Gutierrez,12/9/2023,"Las Vegas, Nevada, USA",Luana Santos,Stephanie Egger,win,0,0,53,44,2,1,0,0,Women's Bantamweight,U-DEC,,3,5:00
UFC Fight Night: Song vs. Gutierrez,12/9/2023,"Las Vegas, Nevada, USA",Tatsuro Taira,Carlos Hernandez,win,1,0,33,2,0,0,0,0,Flyweight,KO/TKO,Punches,2,0:55
UFC Fight Night: Song vs. Gutierrez,12/9/2023,"Las Vegas, Nevada, USA",Talita Alencar,Rayanne Amanda,win,0,0,36,57,1,0,0,0,Women's Strawweight,S-DEC,,3,5:00
UFC Fight Night: Dariush vs. Tsarukyan,12/2/2023,"Austin, Texas, USA",Arman Tsarukyan,Beneil Dariush,win,1,0,8,2,0,0,0,0,Lightweight,KO/TKO,Punch,1,1:04
UFC Fight Night: Dariush vs. Tsarukyan,12/2/2023,"Austin, Texas, USA",Jalin Turner,Bobby Green,win,1,0,33,15,0,0,0,0,Lightweight,KO/TKO,Punches,1,2:49
UFC Fight Night: Dariush vs. Tsarukyan,12/2/2023,"Austin, Texas, USA",Deiveson Figueiredo,Rob Font,win,0,0,45,46,4,0,0,0,Bantamweight,U-DEC,,3,5:00
UFC Fight Night: Dariush vs. Tsarukyan,12/2/2023,"Austin, Texas, USA",Sean Brady,Kelvin Gastelum,win,0,0,14,18,5,0,3,0,Welterweight,SUB,Kimura,3,1:43
UFC Fight Night: Dariush vs. Tsarukyan,12/2/2023,"Austin, Texas, USA",Joaquim Silva,Clay Guida,win,0,0,46,43,2,2,2,0,Lightweight,U-DEC,,3,5:00
UFC Fight Night: Dariush vs. Tsarukyan,12/2/2023,"Austin, Texas, USA",Dustin Stoltzfus,Punahele Soriano,win,1,0,64,31,4,0,1,0,Middleweight,SUB,Rear Naked Choke,2,4:10
UFC Fight Night: Dariush vs. Tsarukyan,12/2/2023,"Austin, Texas, USA",Miesha Tate,Julia Avila,win,0,0,32,3,4,0,1,0,Women's Bantamweight,SUB,Rear Naked Choke,3,1:15
UFC Fight Night: Dariush vs. Tsarukyan,12/2/2023,"Austin, Texas, USA",Cody Brundage,Zach Reese,win,0,0,9,4,1,0,0,1,Middleweight,KO/TKO,Slam,1,1:49
UFC Fight Night: Dariush vs. Tsarukyan,12/2/2023,"Austin, Texas, USA",Drakkar Klose,Joe Solecki,win,0,0,2,1,0,1,0,0,Lightweight,KO/TKO,Slam,1,1:41
UFC Fight Night: Dariush vs. Tsarukyan,12/2/2023,"Austin, Texas, USA",Rodolfo Bellato,Ihor Potieria,win,0,1,80,73,1,0,0,0,Light Heavyweight,KO/TKO,Punches,2,4:17
UFC Fight Night: Dariush vs. Tsarukyan,12/2/2023,"Austin, Texas, USA",Jared Gooden,Wellington Turman,win,0,0,53,37,1,1,1,0,Welterweight,SUB,Rear Naked Choke,2,1:11
UFC Fight Night: Dariush vs. Tsarukyan,12/2/2023,"Austin, Texas, USA",Veronica Hardy,Jamey-Lyn Horth,win,0,0,43,43,1,1,0,0,Women's Flyweight,S-DEC,,3,5:00
UFC Fight Night: Allen vs. Craig,11/18/2023,"Las Vegas, Nevada, USA",Brendan Allen,Paul Craig,win,0,0,32,6,2,0,2,1,Middleweight,SUB,Rear Naked Choke,3,0:38
UFC Fight Night: Allen vs. Craig,11/18/2023,"Las Vegas, Nevada, USA",Michael Morales,Jake Matthews,win,0,0,84,57,0,0,0,0,Welterweight,U-DEC,,3,5:00
UFC Fight Night: Allen vs. Craig,11/18/2023,"Las Vegas, Nevada, USA",Chase Hooper,Jordan Leavitt,win,0,0,1,3,0,0,1,0,Lightweight,SUB,Rear Naked Choke,1,2:58
UFC Fight Night: Allen vs. Craig,11/18/2023,"Las Vegas, Nevada, USA",Payton Talbott,Nick Aguirre,win,0,0,28,5,0,2,1,0,Bantamweight,SUB,Rear Naked Choke,3,0:58
UFC Fight Night: Allen vs. Craig,11/18/2023,"Las Vegas, Nevada, USA",Amanda Ribas,Luana Pinheiro,win,1,0,87,55,0,1,0,0,Women's Strawweight,KO/TKO,Punches,3,3:53
UFC Fight Night: Allen vs. Craig,11/18/2023,"Las Vegas, Nevada, USA",Myktybek Orolbai,Uros Medic,win,0,0,8,14,7,0,1,0,Welterweight,SUB,Neck Crank,2,4:12
UFC Fight Night: Allen vs. Craig,11/18/2023,"Las Vegas, Nevada, USA",Joanderson Brito,Jonathan Pearce,win,0,0,8,14,1,1,1,0,Featherweight,SUB,Guillotine Choke,2,3:54
UFC Fight Night: Allen vs. Craig,11/18/2023,"Las Vegas, Nevada, USA",Jose Johnson,Chad Anheliger,win,0,0,63,26,1,4,1,0,Bantamweight,SUB,Rear Naked Choke,3,4:49
UFC Fight Night: Allen vs. Craig,11/18/2023,"Las Vegas, Nevada, USA",Christian Leroy Duncan,Denis Tiuliulin,win,1,0,65,30,0,0,0,0,Middleweight,KO/TKO,Punches,2,4:24
UFC Fight Night: Allen vs. Craig,11/18/2023,"Las Vegas, Nevada, USA",Mick Parkin,Caio Machado,win,0,0,39,76,3,0,0,0,Heavyweight,U-DEC,,3,5:00
UFC Fight Night: Allen vs. Craig,11/18/2023,"Las Vegas, Nevada, USA",Jeka Saragih,Lucas Alexander,win,1,0,4,11,1,0,0,0,Featherweight,KO/TKO,Punch,1,1:31
UFC Fight Night: Allen vs. Craig,11/18/2023,"Las Vegas, Nevada, USA",Ailin Perez,Lucie Pudilova,win,0,0,42,20,2,0,0,1,Women's Bantamweight,U-DEC,,3,5:00
UFC Fight Night: Allen vs. Craig,11/18/2023,"Las Vegas, Nevada, USA",Rafael Estevam,Charles Johnson,win,0,0,18,72,3,0,1,0,Flyweight,U-DEC,,3,5:00
UFC 295: Prochazka vs. Pereira,11/11/2023,"New York City, New York, USA",Alex Pereira,Jiri Prochazka,win,1,0,38,30,0,1,1,0,Light Heavyweight,KO/TKO,Elbows,2,4:08
UFC 295: Prochazka vs. Pereira,11/11/2023,"New York City, New York, USA",Tom Aspinall,Sergei Pavlovich,win,1,0,10,1,0,0,0,0,Heavyweight,KO/TKO,Punch,1,1:09
UFC 295: Prochazka vs. Pereira,11/11/2023,"New York City, New York, USA",Jessica Andrade,Mackenzie Dern,win,4,0,53,49,0,0,0,0,Women's Strawweight,KO/TKO,Punch,2,3:15
UFC 295: Prochazka vs. Pereira,11/11/2023,"New York City, New York, USA",Benoit Saint Denis,Matt Frevola,win,1,0,6,5,0,2,0,0,Lightweight,KO/TKO,Kick,1,1:31
UFC 295: Prochazka vs. Pereira,11/11/2023,"New York City, New York, USA",Diego Lopes,Pat Sabatini,win,1,0,13,7,0,0,0,0,Featherweight,KO/TKO,Punches,1,1:30
UFC 295: Prochazka vs. Pereira,11/11/2023,"New York City, New York, USA",Steve Erceg,Alessandro Costa,win,0,0,74,54,1,1,1,0,Flyweight,U-DEC,,3,5:00
UFC 295: Prochazka vs. Pereira,11/11/2023,"New York City, New York, USA",Loopy Godinez,Tabatha Ricci,win,0,0,98,84,0,0,0,0,Women's Strawweight,S-DEC,,3,5:00
UFC 295: Prochazka vs. Pereira,11/11/2023,"New York City, New York, USA",Mateusz Rebecki,Roosevelt Roberts,win,0,0,10,2,2,0,1,0,Lightweight,SUB,Armbar,1,3:08
UFC 295: Prochazka vs. Pereira,11/11/2023,"New York City, New York, USA",Jared Gordon,Mark Madsen,win,1,0,36,35,0,0,0,0,Lightweight,KO/TKO,Punch,1,4:42
UFC 295: Prochazka vs. Pereira,11/11/2023,"New York City, New York, USA",John Castaneda,Kyung Ho Kang,win,0,0,111,88,3,0,0,0,Catch Weight,U-DEC,,3,5:00
UFC 295: Prochazka vs. Pereira,11/11/2023,"New York City, New York, USA",Joshua Van,Kevin Borjas,win,0,0,156,75,2,0,0,0,Flyweight,U-DEC,,3,5:00
UFC 295: Prochazka vs. Pereira,11/11/2023,"New York City, New York, USA",Jamall Emmers,Dennis Buzukja,win,1,0,14,3,0,0,0,0,Featherweight,KO/TKO,Punch,1,0:49
UFC 295: Prochazka vs. Pereira,11/11/2023,"New York City, New York, USA",Nazim Sadykhov,Viacheslav Borshchev,draw,1,0,91,143,4,0,0,0,Lightweight,M-DEC,,3,5:00
UFC Fight Night: Almeida vs. Lewis,11/4/2023,"Sao Paulo, Sao Paulo, Brazil",Jailton Almeida,Derrick Lewis,win,0,0,38,20,6,0,4,0,Heavyweight,U-DEC,,5,5:00
UFC Fight Night: Almeida vs. Lewis,11/4/2023,"Sao Paulo, Sao Paulo, Brazil",Nicolas Dalby,Gabriel Bonfim,win,1,0,53,39,0,3,0,1,Welterweight,KO/TKO,Knees,2,4:33
UFC Fight Night: Almeida vs. Lewis,11/4/2023,"Sao Paulo, Sao Paulo, Brazil",Rodrigo Nascimento,Don'Tale Mayes,win,0,0,70,79,0,0,0,0,Heavyweight,U-DEC,,3,5:00
UFC Fight Night: Almeida vs. Lewis,11/4/2023,"Sao Paulo, Sao Paulo, Brazil",Caio Borralho,Abus Magomedov,win,1,0,51,38,0,0,0,0,Middleweight,U-DEC,,3,5:00
UFC Fight Night: Almeida vs. Lewis,11/4/2023,"Sao Paulo, Sao Paulo, Brazil",Elves Brener,Kaynan Kruschewsky,win,1,0,16,8,0,0,0,0,Catch Weight,KO/TKO,Punch,1,4:01
UFC Fight Night: Almeida vs. Lewis,11/4/2023,"Sao Paulo, Sao Paulo, Brazil",Vitor Petrino,Modestas Bukauskas,win,1,0,8,9,1,0,0,0,Light Heavyweight,KO/TKO,Punch,2,1:03
UFC Fight Night: Almeida vs. Lewis,11/4/2023,"Sao Paulo, Sao Paulo, Brazil",Angela Hill,Denise Gomes,win,0,0,76,62,5,1,0,0,Women's Strawweight,U-DEC,,3,5:00
UFC Fight Night: Almeida vs. Lewis,11/4/2023,"Sao Paulo, Sao Paulo, Brazil",Eduarda Moura,Montserrat Conejo Ruiz,win,0,0,57,5,3,0,0,0,Women's Strawweight,KO/TKO,Punches,2,2:14
UFC Fight Night: Almeida vs. Lewis,11/4/2023,"Sao Paulo, Sao Paulo, Brazil",Marc Diakiese,Kaue Fernandes,win,0,0,13,23,3,1,0,0,Lightweight,S-DEC,,3,5:00
UFC Fight Night: Almeida vs. Lewis,11/4/2023,"Sao Paulo, Sao Paulo, Brazil",Rinat Fakhretdinov,Elizeu Zaleski dos Santos,draw,1,0,87,75,1,0,0,1,Welterweight,M-DEC,,3,5:00
UFC 294: Makhachev vs. Volkanovski 2,10/21/2023,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Islam Makhachev,Alexander Volkanovski,win,1,0,24,4,0,0,0,0,Lightweight,KO/TKO,Kick,1,3:06
UFC 294: Makhachev vs. Volkanovski 2,10/21/2023,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Khamzat Chimaev,Kamaru Usman,win,0,0,38,36,4,0,1,0,Middleweight,M-DEC,,3,5:00
UFC 294: Makhachev vs. Volkanovski 2,10/21/2023,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Ikram Aliskerov,Warlley Alves,win,1,0,26,12,0,0,0,0,Middleweight,KO/TKO,Punches,1,2:07
UFC 294: Makhachev vs. Volkanovski 2,10/21/2023,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Said Nurmagomedov,Muin Gafurov,win,0,0,5,1,0,0,1,0,Bantamweight,SUB,Guillotine Choke,1,1:13
UFC 294: Makhachev vs. Volkanovski 2,10/21/2023,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Muhammad Mokaev,Tim Elliott,win,0,0,14,30,3,1,1,2,Flyweight,SUB,Arm Triangle,3,3:03
UFC 294: Makhachev vs. Volkanovski 2,10/21/2023,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Trevor Peek,Mohammad Yahya,win,0,0,61,43,4,1,0,1,Lightweight,U-DEC,,3,5:00
UFC 294: Makhachev vs. Volkanovski 2,10/21/2023,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Sedriques Dumas,Abu Azaitar,win,0,0,34,41,1,2,0,0,Middleweight,U-DEC,,3,5:00
UFC 294: Makhachev vs. Volkanovski 2,10/21/2023,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Mike Breeden,Anshul Jubli,win,1,0,92,103,0,0,0,0,Lightweight,KO/TKO,Punch,3,3:00
UFC 294: Makhachev vs. Volkanovski 2,10/21/2023,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Muhammad Naimov,Nathaniel Wood,win,0,0,48,50,4,2,0,0,Featherweight,U-DEC,,3,5:00
UFC 294: Makhachev vs. Volkanovski 2,10/21/2023,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Viktoriia Dudakova,Jinh Yu Frey,win,1,0,74,47,0,1,0,0,Women's Strawweight,U-DEC,,3,5:00
UFC 294: Makhachev vs. Volkanovski 2,10/21/2023,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Shara Magomedov,Bruno Silva,win,0,0,113,65,0,3,0,0,Middleweight,U-DEC,,3,5:00
UFC Fight Night: Yusuff vs. Barboza,10/14/2023,"Las Vegas, Nevada, USA",Edson Barboza,Sodiq Yusuff,win,1,1,164,178,3,1,0,0,Featherweight,U-DEC,,5,5:00
UFC Fight Night: Yusuff vs. Barboza,10/14/2023,"Las Vegas, Nevada, USA",Viviane Araujo,Jennifer Maia,win,0,0,24,41,2,2,1,0,Women's Flyweight,U-DEC,,3,5:00
UFC Fight Night: Yusuff vs. Barboza,10/14/2023,"Las Vegas, Nevada, USA",Jonathan Martinez,Adrian Yanez,win,2,0,36,20,0,0,0,0,Bantamweight,KO/TKO,Kicks,2,2:26
UFC Fight Night: Yusuff vs. Barboza,10/14/2023,"Las Vegas, Nevada, USA",Michel Pereira,Andre Petroski,win,1,0,6,0,0,0,0,0,Middleweight,KO/TKO,Punch,1,1:06
UFC Fight Night: Yusuff vs. Barboza,10/14/2023,"Las Vegas, Nevada, USA",Christian Rodriguez,Cameron Saaiman,win,0,0,83,73,3,0,2,1,Bantamweight,U-DEC,,3,5:00
UFC Fight Night: Yusuff vs. Barboza,10/14/2023,"Las Vegas, Nevada, USA",Darren Elkins,TJ Brown,win,0,0,11,15,5,2,2,0,Featherweight,SUB,Rear Naked Choke,3,2:23
UFC Fight Night: Yusuff vs. Barboza,10/14/2023,"Las Vegas, Nevada, USA",Tainara Lisboa,Ravena Oliveira,win,0,0,18,15,3,2,0,0,Women's Bantamweight,U-DEC,,3,5:00
UFC Fight Night: Yusuff vs. Barboza,10/14/2023,"Las Vegas, Nevada, USA",Terrance McKinney,Brendon Marotte,win,1,0,14,1,0,0,0,0,Lightweight,KO/TKO,Knee,1,0:20
UFC Fight Night: Yusuff vs. Barboza,10/14/2023,"Las Vegas, Nevada, USA",Melissa Dixon,Irina Alekseeva,win,0,1,52,48,0,1,0,0,Women's Bantamweight,U-DEC,,3,5:00
UFC Fight Night: Yusuff vs. Barboza,10/14/2023,"Las Vegas, Nevada, USA",Chris Gutierrez,Alatengheili,win,0,0,110,38,0,2,0,0,Bantamweight,U-DEC,,3,5:00
UFC Fight Night: Yusuff vs. Barboza,10/14/2023,"Las Vegas, Nevada, USA",Emily Ducote,Ashley Yoder,win,0,0,117,102,1,0,0,0,Women's Strawweight,U-DEC,,3,5:00
UFC Fight Night: Dawson vs. Green,10/7/2023,"Las Vegas, Nevada, USA",Bobby Green,Grant Dawson,win,1,0,7,0,0,0,0,0,Lightweight,KO/TKO,Punch,1,0:33
UFC Fight Night: Dawson vs. Green,10/7/2023,"Las Vegas, Nevada, USA",Joe Pyfer,Abdul Razak Alhassan,win,0,0,26,11,3,0,2,1,Middleweight,SUB,Arm Triangle,2,2:05
UFC Fight Night: Dawson vs. Green,10/7/2023,"Las Vegas, Nevada, USA",Joaquin Buckley,Alex Morono,win,0,0,68,40,2,1,0,0,Welterweight,U-DEC,,3,5:00
UFC Fight Night: Dawson vs. Green,10/7/2023,"Las Vegas, Nevada, USA",Drew Dober,Ricky Glenn,win,1,0,30,5,0,0,0,0,Lightweight,KO/TKO,Punches,1,2:36
UFC Fight Night: Dawson vs. Green,10/7/2023,"Las Vegas, Nevada, USA",Bill Algeo,Alexander Hernandez,win,1,0,110,75,1,0,0,0,Featherweight,U-DEC,,3,5:00
UFC Fight Night: Dawson vs. Green,10/7/2023,"Las Vegas, Nevada, USA",Karolina Kowalkiewicz,Diana Belbita,win,0,0,141,99,1,2,0,0,Women's Strawweight,U-DEC,,3,5:00
UFC Fight Night: Dawson vs. Green,10/7/2023,"Las Vegas, Nevada, USA",Nate Maness,Mateus Mendonca,win,0,0,29,3,0,0,0,0,Flyweight,KO/TKO,Punches,1,4:40
UFC Fight Night: Dawson vs. Green,10/7/2023,"Las Vegas, Nevada, USA",Vanessa Demopoulos,Kanako Murata,win,0,0,31,34,0,5,0,0,Women's Strawweight,U-DEC,,3,5:00
UFC Fight Night: Dawson vs. Green,10/7/2023,"Las Vegas, Nevada, USA",Aoriqileng,Johnny Munoz,win,1,0,44,7,2,4,0,3,Bantamweight,U-DEC,,3,5:00
UFC Fight Night: Dawson vs. Green,10/7/2023,"Las Vegas, Nevada, USA",JJ Aldrich,Montana De La Rosa,win,0,0,65,67,0,0,0,0,Women's Flyweight,U-DEC,,3,5:00
UFC Fight Night: Fiziev vs. Gamrot,9/23/2023,"Las Vegas, Nevada, USA",Mateusz Gamrot,Rafael Fiziev,win,0,0,16,18,1,0,0,0,Lightweight,KO/TKO,,2,2:03
UFC Fight Night: Fiziev vs. Gamrot,9/23/2023,"Las Vegas, Nevada, USA",Bryce Mitchell,Dan Ige,win,0,0,23,18,5,0,1,0,Featherweight,U-DEC,,3,5:00
UFC Fight Night: Fiziev vs. Gamrot,9/23/2023,"Las Vegas, Nevada, USA",Marina Rodriguez,Michelle Waterson-Gomez,win,0,0,70,13,1,1,0,0,Women's Strawweight,KO/TKO,Punches,2,2:42
UFC Fight Night: Fiziev vs. Gamrot,9/23/2023,"Las Vegas, Nevada, USA",Bryan Battle,AJ Fletcher,win,0,0,45,25,1,0,1,0,Welterweight,SUB,Rear Naked Choke,2,4:32
UFC Fight Night: Fiziev vs. Gamrot,9/23/2023,"Las Vegas, Nevada, USA",Charles Jourdain,Ricardo Ramos,win,0,0,8,0,0,2,1,1,Featherweight,SUB,Guillotine Choke,1,3:12
UFC Fight Night: Fiziev vs. Gamrot,9/23/2023,"Las Vegas, Nevada, USA",Tim Means,Andre Fialho,win,2,0,104,51,0,1,0,0,Welterweight,KO/TKO,Punches,3,1:15
UFC Fight Night: Fiziev vs. Gamrot,9/23/2023,"Las Vegas, Nevada, USA",Cody Brundage,Jacob Malkoun,win,0,0,2,28,1,1,0,0,Middleweight,DQ,,1,4:15
UFC Fight Night: Fiziev vs. Gamrot,9/23/2023,"Las Vegas, Nevada, USA",Mohammed Usman,Jake Collier,win,0,0,85,87,1,0,0,2,Heavyweight,U-DEC,,3,5:00
UFC Fight Night: Fiziev vs. Gamrot,9/23/2023,"Las Vegas, Nevada, USA",Mizuki,Hannah Goldy,win,0,0,55,47,1,1,0,0,Women's Strawweight,U-DEC,,3,5:00
UFC Fight Night: Fiziev vs. Gamrot,9/23/2023,"Las Vegas, Nevada, USA",Montserrat Rendon,Tamires Vidal,win,0,0,69,60,3,0,0,1,Women's Bantamweight,S-DEC,,3,5:00
UFC Fight Night: Grasso vs. Shevchenko 2,9/16/2023,"Las Vegas, Nevada, USA",Jack Della Maddalena,Kevin Holland,win,0,0,105,127,0,0,0,0,Welterweight,S-DEC,,3,5:00
UFC Fight Night: Grasso vs. Shevchenko 2,9/16/2023,"Las Vegas, Nevada, USA",Raul Rosas Jr.,Terrence Mitchell,win,1,0,18,6,0,0,0,0,Bantamweight,KO/TKO,Punches,1,0:54
UFC Fight Night: Grasso vs. Shevchenko 2,9/16/2023,"Las Vegas, Nevada, USA",Daniel Zellhuber,Christos Giagos,win,0,0,36,38,0,0,1,0,Lightweight,SUB,Anaconda Choke,2,3:26
UFC Fight Night: Grasso vs. Shevchenko 2,9/16/2023,"Las Vegas, Nevada, USA",Kyle Nelson,Fernando Padilla,win,0,0,82,72,0,0,0,0,Featherweight,U-DEC,,3,5:00
UFC Fight Night: Grasso vs. Shevchenko 2,9/16/2023,"Las Vegas, Nevada, USA",Loopy Godinez,Elise Reed,win,1,0,21,3,5,0,6,0,Women's Strawweight,SUB,Rear Naked Choke,2,3:38
UFC Fight Night: Grasso vs. Shevchenko 2,9/16/2023,"Las Vegas, Nevada, USA",Roman Kopylov,Josh Fremd,win,1,0,49,38,0,0,0,0,Middleweight,KO/TKO,Punch,2,4:44
UFC Fight Night: Grasso vs. Shevchenko 2,9/16/2023,"Las Vegas, Nevada, USA",Tracy Cortez,Jasmine Jasudavicius,win,0,0,103,77,0,2,0,0,Women's Flyweight,U-DEC,,3,5:00
UFC Fight Night: Grasso vs. Shevchenko 2,9/16/2023,"Las Vegas, Nevada, USA",Charlie Campbell,Alex Reyes,win,1,0,43,14,0,0,0,0,Lightweight,KO/TKO,Punches,1,3:38
UFC Fight Night: Grasso vs. Shevchenko 2,9/16/2023,"Las Vegas, Nevada, USA",Josefine Knutsson,Marnic Mann,win,0,0,81,8,3,0,0,0,Women's Strawweight,U-DEC,,3,5:00
UFC Fight Night: Grasso vs. Shevchenko 2,9/16/2023,"Las Vegas, Nevada, USA",Alexa Grasso,Valentina Shevchenko,draw,1,0,84,80,1,4,1,1,Women's Flyweight,S-DEC,,5,5:00
UFC 293: Adesanya vs. Strickland,9/9/2023,"Sydney, New South Wales, Australia",Sean Strickland,Israel Adesanya,win,1,0,137,94,0,0,0,0,Middleweight,U-DEC,,5,5:00
UFC 293: Adesanya vs. Strickland,9/9/2023,"Sydney, New South Wales, Australia",Alexander Volkov,Tai Tuivasa,win,1,0,93,28,0,0,1,0,Heavyweight,SUB,Ezekiel Choke,2,4:37
UFC 293: Adesanya vs. Strickland,9/9/2023,"Sydney, New South Wales, Australia",Manel Kape,Felipe dos Santos,win,1,0,112,99,1,0,0,0,Flyweight,U-DEC,,3,5:00
UFC 293: Adesanya vs. Strickland,9/9/2023,"Sydney, New South Wales, Australia",Justin Tafa,Austen Lane,win,1,0,11,7,0,0,0,0,Heavyweight,KO/TKO,Punch,1,1:22
UFC 293: Adesanya vs. Strickland,9/9/2023,"Sydney, New South Wales, Australia",Tyson Pedro,Anton Turkalj,win,1,0,16,8,0,0,0,0,Light Heavyweight,KO/TKO,Punch,1,2:12
UFC 293: Adesanya vs. Strickland,9/9/2023,"Sydney, New South Wales, Australia",Carlos Ulberg,Da Woon Jung,win,1,0,81,58,1,1,1,0,Light Heavyweight,SUB,Rear Naked Choke,3,4:49
UFC 293: Adesanya vs. Strickland,9/9/2023,"Sydney, New South Wales, Australia",Chepe Mariscal,Jack Jenkins,win,0,0,38,41,1,0,0,0,Featherweight,KO/TKO,,2,3:19
UFC 293: Adesanya vs. Strickland,9/9/2023,"Sydney, New South Wales, Australia",Jamie Mullarkey,John Makdessi,win,0,0,88,83,0,0,0,0,Lightweight,U-DEC,,3,5:00
UFC 293: Adesanya vs. Strickland,9/9/2023,"Sydney, New South Wales, Australia",Nasrat Haqparast,Landon Quinones,win,0,0,171,148,0,0,0,0,Lightweight,U-DEC,,3,5:00
UFC 293: Adesanya vs. Strickland,9/9/2023,"Sydney, New South Wales, Australia",Charles Radtke,Blood Diamond,win,0,0,35,44,1,0,0,0,Welterweight,U-DEC,,3,5:00
UFC 293: Adesanya vs. Strickland,9/9/2023,"Sydney, New South Wales, Australia",Gabriel Miranda,Shane Young,win,0,0,2,1,1,0,1,0,Featherweight,SUB,Rear Naked Choke,1,0:59
UFC 293: Adesanya vs. Strickland,9/9/2023,"Sydney, New South Wales, Australia",Kevin Jousset,Kiefer Crosbie,win,0,0,29,39,1,0,1,0,Welterweight,SUB,Rear Naked Choke,1,4:49
UFC Fight Night: Gane vs. Spivac,9/2/2023,"Paris, Ile-de-France, France",Ciryl Gane,Serghei Spivac,win,0,0,109,11,0,0,0,0,Heavyweight,KO/TKO,Punches,2,3:44
UFC Fight Night: Gane vs. Spivac,9/2/2023,"Paris, Ile-de-France, France",Manon Fiorot,Rose Namajunas,win,0,0,58,60,0,0,0,0,Women's Flyweight,U-DEC,,3,5:00
UFC Fight Night: Gane vs. Spivac,9/2/2023,"Paris, Ile-de-France, France",Benoit Saint Denis,Thiago Moises,win,0,0,101,24,5,1,0,1,Lightweight,KO/TKO,Punches,2,4:44
UFC Fight Night: Gane vs. Spivac,9/2/2023,"Paris, Ile-de-France, France",Volkan Oezdemir,Bogdan Guskov,win,1,0,26,8,1,0,1,0,Light Heavyweight,SUB,Rear Naked Choke,1,3:46
UFC Fight Night: Gane vs. Spivac,9/2/2023,"Paris, Ile-de-France, France",William Gomis,Yanis Ghemmouri,win,0,0,52,28,0,0,2,0,Featherweight,KO/TKO,Kick,3,2:20
UFC Fight Night: Gane vs. Spivac,9/2/2023,"Paris, Ile-de-France, France",Morgan Charriere,Manolo Zecchini,win,1,0,26,9,0,0,0,0,Featherweight,KO/TKO,Kicks,1,3:51
UFC Fight Night: Gane vs. Spivac,9/2/2023,"Paris, Ile-de-France, France",Taylor Lapilus,Caolan Loughran,win,0,0,84,48,0,2,0,0,Bantamweight,U-DEC,,3,5:00
UFC Fight Night: Gane vs. Spivac,9/2/2023,"Paris, Ile-de-France, France",Ange Loosa,Rhys McKee,win,0,0,98,77,6,0,0,0,Welterweight,U-DEC,,3,5:00
UFC Fight Night: Gane vs. Spivac,9/2/2023,"Paris, Ile-de-France, France",Nora Cornolle,Joselyne Edwards,win,0,0,40,18,0,5,0,1,Women's Bantamweight,U-DEC,,3,5:00
UFC Fight Night: Gane vs. Spivac,9/2/2023,"Paris, Ile-de-France, France",Farid Basharat,Kleydson Rodrigues,win,0,0,4,7,2,0,1,0,Bantamweight,SUB,Arm Triangle,1,4:15
UFC Fight Night: Gane vs. Spivac,9/2/2023,"Paris, Ile-de-France, France",Jacqueline Cavalcanti,Zarah Fairn,win,0,0,126,39,0,0,0,0,Catch Weight,U-DEC,,3,5:00
UFC Fight Night: Holloway vs. The Korean Zombie,8/26/2023,"Kallang, Singapore",Max Holloway,Chan Sung Jung,win,2,0,75,34,0,0,1,0,Featherweight,KO/TKO,Punch,3,0:23
